customerName,exp,productName
"Québec Home Shopping Network",128.03,"1995 Honda Civic"
"Online Diecast Creations Co.",128.03,"1995 Honda Civic"
"Vida Sport, Ltd",127.88,"1976 Ford Gran Torino"
"Down Under Souveniers, Inc",127.88,"1976 Ford Gran Torino"
"Danish Wholesale Imports",127.84,"1972 Alfa Romeo GTA"
"Mini Creations Ltd.",127.82,"1970 Triumph Spitfire"
"La Rochelle Gifts",127.79,"1962 Volkswagen Microbus"
"Euro+ Shopping Channel",127.79,"1962 Volkswagen Microbus"
"Mini Caravy",127.79,"1956 Porsche 356A Coupe"
"Diecast Collectables",127.79,"1962 Volkswagen Microbus"
"Alpha Cognac",127.73,"1980s Black Hawk Helicopter"
"Reims Collectables",127.15,"1948 Porsche Type 356 Roadster"
"L'ordine Souveniers",127.15,"1948 Porsche Type 356 Roadster"
"Rovelli Gifts",127.13,"1932 Model A Ford J-Coupe"
"Diecast Classics Inc.",127.10,"1958 Setra Bus"
"Classic Gift Ideas, Inc",127.06,"1962 LanciaA Delta 16V"
"Super Scale Inc.",127.03,"1903 Ford Model A"
"La Corne D'abondance, Co.",126.91,"1969 Corvair Monza"
"Mini Caravy",126.72,"1999 Indy 500 Monte Carlo SS"
FunGiftIdeas.com,126.72,"1999 Indy 500 Monte Carlo SS"
"Mini Wheels Co.",126.52,"2002 Suzuki XREO"
"Anna's Decorations, Ltd",126.52,"2002 Suzuki XREO"
"Reims Collectables",126.52,"2002 Suzuki XREO"
"Auto Canal+ Petit",126.52,"2002 Suzuki XREO"
"Mini Gifts Distributors Ltd.",126.51,"1962 Volkswagen Microbus"
"Land of Toys Inc.",126.48,"1972 Alfa Romeo GTA"
giftsbymail.co.uk,126.48,"1972 Alfa Romeo GTA"
"Diecast Classics Inc.",126.39,"1970 Triumph Spitfire"
"AV Stores, Co.",126.39,"1970 Triumph Spitfire"
"Clover Collections, Co.",126.39,"1970 Triumph Spitfire"
"Super Scale Inc.",126.39,"1970 Triumph Spitfire"
"Mini Creations Ltd.",126.15,"1980s Black Hawk Helicopter"
"Kelly's Gift Shop",126.15,"1980s Black Hawk Helicopter"
"Osaka Souveniers Co.",125.97,"1993 Mazda RX-7"
"Corrida Auto Replicas, Ltd",125.86,"1932 Model A Ford J-Coupe"
"Signal Collectibles Ltd.",125.86,"1932 Model A Ford J-Coupe"
"Online Diecast Creations Co.",125.74,"1948 Porsche Type 356 Roadster"
"Diecast Collectables",125.58,"1962 LanciaA Delta 16V"
"Heintze Collectables",125.40,"1999 Indy 500 Monte Carlo SS"
"Heintze Collectables",125.40,"1969 Corvair Monza"
"Collectable Mini Designs Co.",125.40,"1999 Indy 500 Monte Carlo SS"
"Toys of Finland, Co.",125.18,"1995 Honda Civic"
"Lyon Souveniers",125.12,"1972 Alfa Romeo GTA"
FunGiftIdeas.com,125.01,"2002 Suzuki XREO"
"Australian Collectors, Co.",124.99,"1957 Corvette Convertible"
"Euro+ Shopping Channel",124.99,"1957 Corvette Convertible"
"Down Under Souveniers, Inc",124.99,"1957 Corvette Convertible"
GiftsForHim.com,124.99,"1957 Corvette Convertible"
Gifts4AllAges.com,124.99,"1957 Corvette Convertible"
"Suominen Souveniers",124.94,"1976 Ford Gran Torino"
Toys4GrownUps.com,124.59,"1932 Model A Ford J-Coupe"
"Extreme Desk Decorations, Ltd",124.59,"1932 Model A Ford J-Coupe"
"Danish Wholesale Imports",124.56,"1993 Mazda RX-7"
"Herkku Gifts",124.56,"1993 Mazda RX-7"
"Toys of Finland, Co.",124.56,"1993 Mazda RX-7"
"Euro+ Shopping Channel",124.44,"1965 Aston Martin DB5"
"Herkku Gifts",124.44,"1965 Aston Martin DB5"
"Saveley & Henriot, Co.",124.37,"1958 Setra Bus"
"Mini Creations Ltd.",124.30,"1903 Ford Model A"
"Souveniers And Things Co.",124.10,"1962 LanciaA Delta 16V"
"Diecast Classics Inc.",123.89,"1969 Corvair Monza"
"Vida Sport, Ltd",123.76,"1995 Honda Civic"
"Stylish Desk Decors, Co.",123.76,"1972 Alfa Romeo GTA"
"Scandinavian Gift Ideas",123.76,"1972 Alfa Romeo GTA"
"Collectables For Less Inc.",123.58,"1956 Porsche 356A Coupe"
"Dragon Souveniers, Ltd.",123.51,"1970 Triumph Spitfire"
"Gift Depot Inc.",123.51,"2002 Suzuki XREO"
"Toys of Finland, Co.",123.51,"2002 Suzuki XREO"
"Kelly's Gift Shop",123.51,"2002 Suzuki XREO"
"Suominen Souveniers",123.50,"1957 Corvette Convertible"
"Australian Collectables, Ltd",123.47,"1976 Ford Gran Torino"
FunGiftIdeas.com,123.14,"1993 Mazda RX-7"
"Scandinavian Gift Ideas",123.00,"1958 Setra Bus"
"Kelly's Gift Shop",122.93,"1903 Ford Model A"
"Collectable Mini Designs Co.",122.91,"1948 Porsche Type 356 Roadster"
"Land of Toys Inc.",122.89,"18th century schooner"
"Saveley & Henriot, Co.",122.89,"18th century schooner"
"Euro+ Shopping Channel",122.73,"1964 Mercedes Tour Bus"
"Corrida Auto Replicas, Ltd",122.68,"1962 Volkswagen Microbus"
"Corrida Auto Replicas, Ltd",122.62,"1962 LanciaA Delta 16V"
"Reims Collectables",122.40,"1972 Alfa Romeo GTA"
"Corrida Auto Replicas, Ltd",122.37,"1969 Corvair Monza"
"Herkku Gifts",122.17,"1956 Porsche 356A Coupe"
"Norway Gifts By Mail, Co.",122.17,"1956 Porsche 356A Coupe"
"UK Collectables, Ltd.",122.00,"2002 Suzuki XREO"
"Toms Spezialitäten, Ltd",122.00,"1976 Ford Gran Torino"
"Heintze Collectables",121.72,"1993 Mazda RX-7"
"Baane Mini Imports",121.64,"1958 Setra Bus"
"Mini Gifts Distributors Ltd.",121.64,"1958 Setra Bus"
"Mini Wheels Co.",121.64,"1958 Setra Bus"
"Euro+ Shopping Channel",121.64,"1958 Setra Bus"
"Mini Auto Werke",121.64,"1958 Setra Bus"
"Dragon Souveniers, Ltd.",121.57,"1903 Ford Model A"
GiftsForHim.com,121.57,"1903 Ford Model A"
"Mini Gifts Distributors Ltd.",121.50,"1964 Mercedes Tour Bus"
"Handji Gifts& Co",121.40,"1962 Volkswagen Microbus"
"Stylish Desk Decors, Co.",121.40,"1962 Volkswagen Microbus"
"Dragon Souveniers, Ltd.",121.15,"1962 LanciaA Delta 16V"
"Alpha Cognac",120.91,"1995 Honda Civic"
"Online Diecast Creations Co.",120.77,"1932 Model A Ford J-Coupe"
"Atelier graphique",120.71,"1965 Aston Martin DB5"
"Handji Gifts& Co",120.71,"1965 Aston Martin DB5"
FunGiftIdeas.com,120.71,"1965 Aston Martin DB5"
"Vitachrome Inc.",120.64,"1970 Triumph Spitfire"
"Danish Wholesale Imports",120.53,"1957 Corvette Convertible"
"Herkku Gifts",120.53,"1976 Ford Gran Torino"
"Online Mini Collectables",120.53,"1957 Corvette Convertible"
"Anna's Decorations, Ltd",120.53,"1957 Corvette Convertible"
"Extreme Desk Decorations, Ltd",120.53,"1957 Corvette Convertible"
"Microscale Inc.",120.53,"1957 Corvette Convertible"
"Salzburg Collectables",120.50,"2002 Suzuki XREO"
"Volvo Model Replicas, Co",120.43,"18th century schooner"
"Lyon Souveniers",120.31,"1993 Mazda RX-7"
"Motor Mint Distributors Inc.",120.31,"1993 Mazda RX-7"
"Dragon Souveniers, Ltd.",120.28,"1964 Mercedes Tour Bus"
"Handji Gifts& Co",120.28,"1964 Mercedes Tour Bus"
"Super Scale Inc.",120.27,"1958 Setra Bus"
"Mini Gifts Distributors Ltd.",119.87,"1940s Ford truck"
"Diecast Collectables",119.87,"1940s Ford truck"
"Baane Mini Imports",119.67,"1962 LanciaA Delta 16V"
"Stylish Desk Decors, Co.",119.67,"1962 LanciaA Delta 16V"
"Euro+ Shopping Channel",119.50,"1932 Model A Ford J-Coupe"
"Muscle Machine Inc",119.50,"1932 Model A Ford J-Coupe"
"Norway Gifts By Mail, Co.",119.49,"1995 Honda Civic"
"Mini Caravy",119.46,"1965 Aston Martin DB5"
"L'ordine Souveniers",119.37,"1956 Porsche 356A Coupe"
"Dragon Souveniers, Ltd.",119.20,"18th century schooner"
"Tokyo Collectables, Ltd",119.20,"1970 Triumph Spitfire"
"Classic Legends Inc.",119.20,"18th century schooner"
"Iberia Gift Imports, Corp.",119.05,"1964 Mercedes Tour Bus"
"Toys of Finland, Co.",119.04,"1957 Corvette Convertible"
"Australian Collectors, Co.",118.94,"1996 Moto Guzzi 1100i"
"Auto Canal+ Petit",118.94,"1996 Moto Guzzi 1100i"
FunGiftIdeas.com,118.94,"1996 Moto Guzzi 1100i"
"Technics Stores Inc.",118.90,"1958 Setra Bus"
"Australian Collectors, Co.",118.89,"1993 Mazda RX-7"
"Technics Stores Inc.",118.84,"1962 Volkswagen Microbus"
"Reims Collectables",118.80,"1999 Indy 500 Monte Carlo SS"
"Handji Gifts& Co",118.66,"1940s Ford truck"
"Classic Gift Ideas, Inc",118.66,"1940s Ford truck"
"Mini Classics",118.50,"1957 Chevy Pickup"
"Enaco Distributors",118.32,"1972 Alfa Romeo GTA"
"Oulu Toy Supplies, Inc.",118.32,"1972 Alfa Romeo GTA"
"Classic Gift Ideas, Inc",118.32,"1972 Alfa Romeo GTA"
"Extreme Desk Decorations, Ltd",118.32,"1972 Alfa Romeo GTA"
"Marta's Replicas Co.",118.28,"1992 Porsche Cayenne Turbo Silver"
"Saveley & Henriot, Co.",118.23,"1932 Model A Ford J-Coupe"
"Marseille Mini Autos",118.23,"1932 Model A Ford J-Coupe"
"AV Stores, Co.",118.22,"1965 Aston Martin DB5"
"Norway Gifts By Mail, Co.",118.22,"1965 Aston Martin DB5"
"Signal Gift Stores",118.07,"1995 Honda Civic"
"Danish Wholesale Imports",117.97,"18th century schooner"
"La Rochelle Gifts",117.82,"1964 Mercedes Tour Bus"
"Muscle Machine Inc",117.82,"1964 Mercedes Tour Bus"
"Marta's Replicas Co.",117.82,"1964 Mercedes Tour Bus"
"Australian Gift Network, Co",117.77,"1970 Triumph Spitfire"
"Tokyo Collectables, Ltd",117.75,"1996 Moto Guzzi 1100i"
"Volvo Model Replicas, Co",117.57,"1962 Volkswagen Microbus"
"Dragon Souveniers, Ltd.",117.57,"1962 Volkswagen Microbus"
"Iberia Gift Imports, Corp.",117.57,"1962 Volkswagen Microbus"
"Signal Gift Stores",117.48,"1999 Indy 500 Monte Carlo SS"
"Mini Gifts Distributors Ltd.",117.48,"1993 Mazda RX-7"
"Euro+ Shopping Channel",117.48,"1993 Mazda RX-7"
"Euro+ Shopping Channel",117.48,"1999 Indy 500 Monte Carlo SS"
"Gift Depot Inc.",117.48,"1999 Indy 500 Monte Carlo SS"
"Alpha Cognac",117.48,"1993 Mazda RX-7"
"Salzburg Collectables",117.48,"1993 Mazda RX-7"
"Saveley & Henriot, Co.",117.47,"1903 Ford Model A"
"Gift Depot Inc.",117.46,"ATA: B757-300"
"Rovelli Gifts",117.46,"ATA: B757-300"
"Signal Gift Stores",117.44,"1952 Citroen-15CV"
"Land of Toys Inc.",117.44,"1968 Dodge Charger"
"Mini Caravy",117.44,"1952 Citroen-15CV"
"Vida Sport, Ltd",117.44,"1968 Dodge Charger"
"Handji Gifts& Co",117.32,"1957 Chevy Pickup"
"Atelier graphique",117.26,"1948 Porsche Type 356 Roadster"
"Danish Wholesale Imports",117.26,"1948 Porsche Type 356 Roadster"
"Euro+ Shopping Channel",117.10,"1992 Porsche Cayenne Turbo Silver"
GiftsForHim.com,117.10,"1992 Porsche Cayenne Turbo Silver"
"AV Stores, Co.",116.96,"1932 Model A Ford J-Coupe"
"Québec Home Shopping Network",116.96,"1972 Alfa Romeo GTA"
"Souveniers And Things Co.",116.96,"1932 Model A Ford J-Coupe"
"Corrida Auto Replicas, Ltd",116.67,"1940 Ford Pickup Truck"
"Royale Belge",116.65,"1995 Honda Civic"
"Mini Wheels Co.",116.56,"1996 Moto Guzzi 1100i"
"Euro+ Shopping Channel",116.56,"1996 Moto Guzzi 1100i"
"Lyon Souveniers",116.56,"1996 Moto Guzzi 1100i"
"Royal Canadian Collectables, Ltd.",116.28,"ATA: B757-300"
"Mini Gifts Distributors Ltd.",116.27,"1952 Citroen-15CV"
"Blauer See Auto, Co.",116.27,"1968 Dodge Charger"
"Euro+ Shopping Channel",116.27,"1952 Citroen-15CV"
"Mini Auto Werke",116.27,"1968 Dodge Charger"
"Salzburg Collectables",116.16,"1999 Indy 500 Monte Carlo SS"
"Vida Sport, Ltd",116.06,"1993 Mazda RX-7"
"Mini Creations Ltd.",116.06,"1993 Mazda RX-7"
"Heintze Collectables",115.75,"Diamond T620 Semi-Skirted Tanker"
"Reims Collectables",115.73,"1965 Aston Martin DB5"
"Australian Collectables, Ltd",115.69,"1932 Model A Ford J-Coupe"
"CAF Imports",115.52,"18th century schooner"
"Canadian Gift Exchange Network",115.50,"1940 Ford Pickup Truck"
"La Rochelle Gifts",115.37,"1996 Moto Guzzi 1100i"
"Mini Classics",115.37,"1996 Moto Guzzi 1100i"
"Tekni Collectables Inc.",115.37,"1996 Moto Guzzi 1100i"
"Australian Gift Network, Co",115.37,"1996 Moto Guzzi 1100i"
"Australian Collectors, Co.",115.22,"1995 Honda Civic"
"Euro+ Shopping Channel",115.16,"1969 Dodge Charger"
"Mini Caravy",115.16,"1969 Dodge Charger"
"UK Collectables, Ltd.",115.15,"1956 Porsche 356A Coupe"
"Euro+ Shopping Channel",115.09,"ATA: B757-300"
"King Kong Collectables, Co.",115.09,"ATA: B757-300"
"Anna's Decorations, Ltd",115.09,"1952 Citroen-15CV"
"Souveniers And Things Co.",115.09,"1952 Citroen-15CV"
"Australian Collectors, Co.",115.03,"1940s Ford truck"
"Muscle Machine Inc",114.95,"1957 Chevy Pickup"
"Oulu Toy Supplies, Inc.",114.95,"1957 Chevy Pickup"
"Suominen Souveniers",114.95,"1957 Chevy Pickup"
"Land of Toys Inc.",114.90,"1970 Triumph Spitfire"
"Atelier graphique",114.84,"1999 Indy 500 Monte Carlo SS"
"UK Collectables, Ltd.",114.84,"1999 Indy 500 Monte Carlo SS"
"Vida Sport, Ltd",114.84,"1999 Indy 500 Monte Carlo SS"
"Classic Gift Ideas, Inc",114.80,"1958 Setra Bus"
"Baane Mini Imports",114.74,"1903 Ford Model A"
"AV Stores, Co.",114.74,"1903 Ford Model A"
"Baane Mini Imports",114.73,"1992 Porsche Cayenne Turbo Silver"
"Iberia Gift Imports, Corp.",114.73,"1992 Porsche Cayenne Turbo Silver"
"Signal Gift Stores",114.65,"1993 Mazda RX-7"
"Muscle Machine Inc",114.65,"1993 Mazda RX-7"
"Anna's Decorations, Ltd",114.65,"1993 Mazda RX-7"
"Norway Gifts By Mail, Co.",114.65,"1993 Mazda RX-7"
"Marseille Mini Autos",114.65,"1993 Mazda RX-7"
"Mini Gifts Distributors Ltd.",114.59,"Diamond T620 Semi-Skirted Tanker"
"Euro+ Shopping Channel",114.59,"Diamond T620 Semi-Skirted Tanker"
"The Sharp Gifts Warehouse",114.48,"1965 Aston Martin DB5"
"Signal Gift Stores",114.44,"1948 Porsche Type 356 Roadster"
"Salzburg Collectables",114.44,"1948 Porsche Type 356 Roadster"
"Kelly's Gift Shop",114.42,"1932 Model A Ford J-Coupe"
"Anna's Decorations, Ltd",114.34,"1940 Ford Pickup Truck"
"Corporate Gift Ideas Co.",114.34,"1940 Ford Pickup Truck"
"Super Scale Inc.",114.34,"1940 Ford Pickup Truck"
"Mini Gifts Distributors Ltd.",114.29,"18th century schooner"
"Corporate Gift Ideas Co.",114.29,"18th century schooner"
"Souveniers And Things Co.",114.18,"1996 Moto Guzzi 1100i"
"Diecast Classics Inc.",114.14,"1964 Mercedes Tour Bus"
"Herkku Gifts",113.92,"1968 Dodge Charger"
"Marseille Mini Autos",113.92,"1968 Dodge Charger"
"Australian Collectors, Co.",113.90,"ATA: B757-300"
Toys4GrownUps.com,113.90,"ATA: B757-300"
"Saveley & Henriot, Co.",113.82,"1940s Ford truck"
"Marseille Mini Autos",113.80,"1995 Honda Civic"
"Suominen Souveniers",113.75,"1956 Porsche 356A Coupe"
"Land of Toys Inc.",113.55,"1992 Porsche Cayenne Turbo Silver"
"La Corne D'abondance, Co.",113.55,"1992 Porsche Cayenne Turbo Silver"
"Anna's Decorations, Ltd",113.52,"1999 Indy 500 Monte Carlo SS"
"Norway Gifts By Mail, Co.",113.52,"1999 Indy 500 Monte Carlo SS"
"L'ordine Souveniers",113.52,"1999 Indy 500 Monte Carlo SS"
"Land of Toys Inc.",113.44,"Diamond T620 Semi-Skirted Tanker"
"Australian Gift Network, Co",113.44,"1958 Setra Bus"
"CAF Imports",113.37,"1903 Ford Model A"
"Muscle Machine Inc",113.24,"1965 Aston Martin DB5"
"Australian Collectors, Co.",113.17,"1940 Ford Pickup Truck"
"Tokyo Collectables, Ltd",113.17,"1940 Ford Pickup Truck"
"Corporate Gift Ideas Co.",113.15,"1932 Model A Ford J-Coupe"
giftsbymail.co.uk,113.06,"18th century schooner"
"Petit Auto",113.06,"18th century schooner"
"Stylish Desk Decors, Co.",113.06,"18th century schooner"
"Osaka Souveniers Co.",112.99,"1996 Moto Guzzi 1100i"
"Mini Classics",112.91,"1964 Mercedes Tour Bus"
"Salzburg Collectables",112.88,"1972 Alfa Romeo GTA"
"Toys of Finland, Co.",112.86,"1969 Dodge Charger"
"L'ordine Souveniers",112.86,"1969 Dodge Charger"
"Muscle Machine Inc",112.74,"1952 Citroen-15CV"
"AV Stores, Co.",112.74,"1952 Citroen-15CV"
"Online Diecast Creations Co.",112.74,"1952 Citroen-15CV"
"Australian Gift Network, Co",112.70,"1997 BMW R 1100 S"
"Scandinavian Gift Ideas",112.70,"1997 BMW R 1100 S"
"Marta's Replicas Co.",112.60,"1940s Ford truck"
"Saveley & Henriot, Co.",112.46,"1962 Volkswagen Microbus"
"Diecast Classics Inc.",112.46,"1962 Volkswagen Microbus"
"Down Under Souveniers, Inc",112.46,"1962 Volkswagen Microbus"
"Australian Gift Network, Co",112.37,"1992 Porsche Cayenne Turbo Silver"
"Australian Collectors, Co.",112.34,"1956 Porsche 356A Coupe"
"Online Diecast Creations Co.",112.34,"1956 Porsche 356A Coupe"
"Salzburg Collectables",112.34,"1956 Porsche 356A Coupe"
"Mini Gifts Distributors Ltd.",112.00,"1940 Ford Pickup Truck"
"Signal Gift Stores",111.87,"1932 Model A Ford J-Coupe"
"Mini Gifts Distributors Ltd.",111.87,"1932 Model A Ford J-Coupe"
"Diecast Collectables",111.87,"1932 Model A Ford J-Coupe"
"La Rochelle Gifts",111.83,"18th century schooner"
"Euro+ Shopping Channel",111.83,"18th century schooner"
"Amica Models & Co.",111.83,"18th century schooner"
"Herkku Gifts",111.80,"1996 Moto Guzzi 1100i"
"Euro+ Shopping Channel",111.57,"1968 Dodge Charger"
"Down Under Souveniers, Inc",111.57,"1952 Citroen-15CV"
"Salzburg Collectables",111.57,"1968 Dodge Charger"
"Clover Collections, Co.",111.53,"ATA: B757-300"
FunGiftIdeas.com,111.53,"ATA: B757-300"
"Baane Mini Imports",111.52,"1972 Alfa Romeo GTA"
"Euro+ Shopping Channel",111.39,"1957 Chevy Pickup"
"Dragon Souveniers, Ltd.",111.39,"1940s Ford truck"
"Classic Legends Inc.",111.39,"1957 Chevy Pickup"
"Super Scale Inc.",111.39,"1940s Ford truck"
"Muscle Machine Inc",111.18,"1992 Porsche Cayenne Turbo Silver"
"Heintze Collectables",111.18,"1992 Porsche Cayenne Turbo Silver"
"Muscle Machine Inc",111.12,"Diamond T620 Semi-Skirted Tanker"
"Online Diecast Creations Co.",110.88,"1999 Indy 500 Monte Carlo SS"
"Mini Wheels Co.",110.84,"1940 Ford Pickup Truck"
"Québec Home Shopping Network",110.70,"1958 Setra Bus"
"Amica Models & Co.",110.64,"1903 Ford Model A"
"Marta's Replicas Co.",110.61,"1996 Moto Guzzi 1100i"
"Scandinavian Gift Ideas",110.60,"18th century schooner"
"Frau da Collezione",110.46,"1964 Mercedes Tour Bus"
"Australian Collectors, Co.",110.45,"1997 BMW R 1100 S"
"Mini Gifts Distributors Ltd.",110.39,"1968 Dodge Charger"
"Collectables For Less Inc.",110.39,"1968 Dodge Charger"
"L'ordine Souveniers",110.39,"1968 Dodge Charger"
"Canadian Gift Exchange Network",110.18,"1940s Ford truck"
"Euro+ Shopping Channel",110.16,"1972 Alfa Romeo GTA"
"Mini Gifts Distributors Ltd.",110.00,"1992 Porsche Cayenne Turbo Silver"
"La Corne D'abondance, Co.",109.96,"Diamond T620 Semi-Skirted Tanker"
"Marta's Replicas Co.",109.96,"Diamond T620 Semi-Skirted Tanker"
"L'ordine Souveniers",109.96,"Diamond T620 Semi-Skirted Tanker"
"Oulu Toy Supplies, Inc.",109.90,"1962 Volkswagen Microbus"
"Scandinavian Gift Ideas",109.90,"1962 Volkswagen Microbus"
"Québec Home Shopping Network",109.67,"1940 Ford Pickup Truck"
"Gift Depot Inc.",109.51,"1965 Aston Martin DB5"
"Land of Toys Inc.",109.42,"1996 Moto Guzzi 1100i"
"Euro+ Shopping Channel",109.42,"1928 British Royal Navy Airplane"
"UK Collectables, Ltd.",109.40,"1969 Dodge Charger"
"Salzburg Collectables",109.40,"1969 Dodge Charger"
"AV Stores, Co.",109.37,"18th century schooner"
"Enaco Distributors",109.37,"18th century schooner"
"Amica Models & Co.",109.33,"1932 Model A Ford J-Coupe"
"Euro+ Shopping Channel",109.32,"1997 BMW R 1100 S"
"Gift Depot Inc.",109.32,"1997 BMW R 1100 S"
"Vitachrome Inc.",109.32,"1997 BMW R 1100 S"
"UK Collectables, Ltd.",109.32,"1997 BMW R 1100 S"
"Auto Canal+ Petit",109.32,"1997 BMW R 1100 S"
"Canadian Gift Exchange Network",109.23,"1964 Mercedes Tour Bus"
"Diecast Collectables",109.23,"1964 Mercedes Tour Bus"
"Handji Gifts& Co",109.22,"1952 Citroen-15CV"
"Frau da Collezione",109.16,"ATA: B757-300"
"Dragon Souveniers, Ltd.",109.02,"1957 Chevy Pickup"
"Stylish Desk Decors, Co.",109.02,"1957 Chevy Pickup"
"Reims Collectables",108.82,"1992 Porsche Cayenne Turbo Silver"
"Diecast Collectables",108.82,"1992 Porsche Cayenne Turbo Silver"
"Oulu Toy Supplies, Inc.",108.81,"Diamond T620 Semi-Skirted Tanker"
"Double Decker Gift Stores, Ltd",108.80,"1972 Alfa Romeo GTA"
"Euro+ Shopping Channel",108.50,"1940 Ford Pickup Truck"
"Australian Gift Network, Co",108.50,"1940 Ford Pickup Truck"
"Classic Gift Ideas, Inc",108.50,"1940 Ford Pickup Truck"
"Collectable Mini Designs Co.",108.26,"1965 Aston Martin DB5"
"Anna's Decorations, Ltd",108.26,"1965 Aston Martin DB5"
Gifts4AllAges.com,108.14,"18th century schooner"
"Blauer See Auto, Co.",108.06,"1932 Model A Ford J-Coupe"
"Heintze Collectables",108.04,"1952 Citroen-15CV"
"Volvo Model Replicas, Co",108.00,"1964 Mercedes Tour Bus"
"Souveniers And Things Co.",107.97,"ATA: B757-300"
"Marta's Replicas Co.",107.84,"1957 Chevy Pickup"
"La Rochelle Gifts",107.76,"1940s Ford truck"
"Souveniers And Things Co.",107.76,"1940s Ford truck"
"Mini Auto Werke",107.76,"1940s Ford truck"
"Baane Mini Imports",107.34,"1962 Volkswagen Microbus"
"Vitachrome Inc.",107.34,"1962 Volkswagen Microbus"
"Marta's Replicas Co.",107.34,"1962 Volkswagen Microbus"
"Clover Collections, Co.",107.23,"1928 British Royal Navy Airplane"
"Rovelli Gifts",107.23,"1928 British Royal Navy Airplane"
"Australian Gift Network, Co",107.23,"1928 British Royal Navy Airplane"
"Gift Ideas Corp.",107.23,"1928 British Royal Navy Airplane"
"Herkku Gifts",107.10,"1969 Dodge Charger"
"Vida Sport, Ltd",107.10,"1969 Dodge Charger"
"Cruz & Sons Co.",107.10,"1969 Dodge Charger"
"Mini Caravy",107.08,"2002 Chevy Corvette"
"Toys of Finland, Co.",107.07,"1997 BMW R 1100 S"
"Gift Depot Inc.",107.05,"1996 Moto Guzzi 1100i"
"Signal Gift Stores",107.02,"1965 Aston Martin DB5"
"Muscle Machine Inc",106.92,"1999 Indy 500 Monte Carlo SS"
"Suominen Souveniers",106.87,"1968 Dodge Charger"
"Lyon Souveniers",106.79,"1932 Model A Ford J-Coupe"
"La Corne D'abondance, Co.",106.78,"1964 Mercedes Tour Bus"
"Oulu Toy Supplies, Inc.",106.78,"1964 Mercedes Tour Bus"
"Québec Home Shopping Network",106.55,"1940s Ford truck"
"Down Under Souveniers, Inc",106.55,"1940s Ford truck"
"Dragon Souveniers, Ltd.",106.49,"Diamond T620 Semi-Skirted Tanker"
"Diecast Collectables",106.49,"Diamond T620 Semi-Skirted Tanker"
"Dragon Souveniers, Ltd.",106.45,"1992 Porsche Cayenne Turbo Silver"
"Classic Legends Inc.",106.45,"1992 Porsche Cayenne Turbo Silver"
"Auto Associés & Cie.",106.17,"1940 Ford Pickup Truck"
"Tokyo Collectables, Ltd",106.14,"1928 British Royal Navy Airplane"
"Kelly's Gift Shop",106.14,"1928 British Royal Navy Airplane"
FunGiftIdeas.com,105.95,"1969 Dodge Charger"
"La Rochelle Gifts",105.94,"1997 BMW R 1100 S"
"Toys of Finland, Co.",105.87,"1941 Chevrolet Special Deluxe Cabriolet"
"Petit Auto",105.87,"1941 Chevrolet Special Deluxe Cabriolet"
"Bavarian Collectables Imports, Co.",105.87,"1941 Chevrolet Special Deluxe Cabriolet"
"Atelier graphique",105.86,"1996 Moto Guzzi 1100i"
"Motor Mint Distributors Inc.",105.86,"1996 Moto Guzzi 1100i"
Toys4GrownUps.com,105.77,"1965 Aston Martin DB5"
"Toms Spezialitäten, Ltd",105.70,"1968 Dodge Charger"
"Québec Home Shopping Network",105.69,"18th century schooner"
"Mini Creations Ltd.",105.69,"18th century schooner"
"Royale Belge",105.60,"1999 Indy 500 Monte Carlo SS"
"Vitachrome Inc.",105.55,"1964 Mercedes Tour Bus"
"Iberia Gift Imports, Corp.",105.47,"1957 Chevy Pickup"
"La Corne D'abondance, Co.",105.34,"1940s Ford truck"
"Anna's Decorations, Ltd",105.34,"1940s Ford truck"
"Handji Gifts& Co",105.33,"Diamond T620 Semi-Skirted Tanker"
"Muscle Machine Inc",104.94,"2002 Chevy Corvette"
"Souveniers And Things Co.",104.94,"2002 Chevy Corvette"
"Land of Toys Inc.",104.81,"1997 BMW R 1100 S"
"Alpha Cognac",104.81,"1941 Chevrolet Special Deluxe Cabriolet"
"Rovelli Gifts",104.81,"1941 Chevrolet Special Deluxe Cabriolet"
"Stylish Desk Decors, Co.",104.81,"1941 Chevrolet Special Deluxe Cabriolet"
"Kelly's Gift Shop",104.81,"1997 BMW R 1100 S"
"Marseille Mini Autos",104.80,"1969 Dodge Charger"
"Mini Gifts Distributors Ltd.",104.72,"18th Century Vintage Horse Carriage"
Toys4GrownUps.com,104.67,"1996 Moto Guzzi 1100i"
"Danish Wholesale Imports",104.52,"1968 Dodge Charger"
"UK Collectables, Ltd.",104.52,"1952 Citroen-15CV"
"Online Mini Collectables",104.52,"1968 Dodge Charger"
"Down Under Souveniers, Inc",104.32,"1964 Mercedes Tour Bus"
"Mini Gifts Distributors Ltd.",104.28,"1957 Chevy Pickup"
"Handji Gifts& Co",104.25,"1932 Model A Ford J-Coupe"
"Suominen Souveniers",104.09,"1992 Porsche Cayenne Turbo Silver"
"Signal Gift Stores",103.87,"2002 Chevy Corvette"
FunGiftIdeas.com,103.87,"2002 Chevy Corvette"
"Saveley & Henriot, Co.",103.84,"1940 Ford Pickup Truck"
"Mini Auto Werke",103.84,"1940 Ford Pickup Truck"
"Technics Stores Inc.",103.68,"1997 BMW R 1100 S"
Toys4GrownUps.com,103.68,"1997 BMW R 1100 S"
